date_time,search_count,job_id,job_title,company,location,update_time,applicants,job_time,job_level,job_type,company_size,company_industry,job_details
19Jun2024-15:18:48,250,3936351848,RE-IGNITE Associate : Financial Data Analyst,Moody's Corporation,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Financial Services,"Communication, Data Analysis, Data Analytics, Electronic Data Capture (EDC), Financial Data, Financial Data Analysis, Financial Statements, Interpersonal Communication, Ratios, and Structured Finance"
19Jun2024-15:18:53,250,3933402075,Data Scientist,,,,,,,Full-time Entry level,,,
19Jun2024-15:18:55,250,3944439933,Product Management Intern,InCred Financial Services,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Financial Services,"Analytical Skills, Chatbots, Communication, Data Analytics, ETA, Interpersonal Skills, Problem Solving, QRC, Query Resolution, and SQL"
19Jun2024-15:18:57,250,3946971480,Data Entry Coordinator - Remote,ResMed,"Bengaluru East, Karnataka, India",1 week ago,Over 100 applicants,,,Full-time Entry level,"5,001-10,000 employees",Medical Equipment Manufacturing,"Analytical Skills, Articulation, Communication, Data Entry, Databases, General Administration, Organization Skills, Reduced Costs, Stock Control, and Vocational Education"
19Jun2024-15:18:59,250,3872895390,"Senior Associate, Data Management-ANA010969",Genpact,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Business Consulting and Services,"Analytical Skills, Attention to Detail, Communication, Data Analysis, Data Analytics, Easily Adaptable, Linux, Problem Solving, Service-Level Agreements (SLA), and Skilled Multi-tasker"
19Jun2024-15:19:02,250,3933574349,Consultant/Associate Consultant - Clinical Systems and Operations Analytics,Eli Lilly and Company,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Pharmaceutical Manufacturing,"Clinical Data, Clinical Development, Clinical Operations, Clinical Trials, Communication, Data Interpretation, Data Wrangling, Oral Communication, Pattern Recognition, and Prescriptive Analytics"
19Jun2024-15:19:04,250,3933166153,"Digital Marketing Specialist – Email, SEO, Web Management",Gilbarco Veeder-Root,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,Full-time Entry level,"1,001-5,000 employees",Oil and Gas,"Ad Serving, Campaign Effectiveness, Digital Marketing, Drupal, HubSpot, Marketing Analytics, Marketing Campaigns, Search Engine Optimization (SEO), Web Content Writing, and Website Administration"
19Jun2024-15:19:06,250,3933276730,"Solution Analyst, Chemicals & Materials",GadflyZone,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,1-10 employees,Strategic Management Services,"Budgeting, Business Requirements, Communication, Industrial Marketing, Marketing Analytics, Polymers, Presentations, Problem Solving, Statistical Learning, and What-if Analysis"
19Jun2024-15:19:08,250,3881380219,MicroStrategy Developer,Infosys,"Bengaluru East, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Business Requirements, Debugging, Fundamentals, Graphic Design Principles, MicroStrategy, Problem Solving, Quality Assurance, SOLID Design Principles, Software Quality, and Software Quality Assurance"
19Jun2024-15:19:13,250,3934895599,Hiring For Data Engineer,,,,,,,Full-time Entry level,,,
19Jun2024-15:19:20,250,3914442162,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:19:22,250,3943842033,Data Science,Spectral Consultants,"Bangalore Urban, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,11-50 employees,Executive Search Services,"Artificial Intelligence (AI), Communication, Computer Science, Critical Thinking, Data Science, Generative AI, Mathematics, Problem Solving, Tenacious Work Ethic, and Written Communication"
19Jun2024-15:19:24,250,3941415305,Data Management Engineer,Koch Industries,"Bengaluru, Karnataka, India",2 weeks ago,45 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:19:26,250,3914443046,BI Einstein Developer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,85 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"DAX, Dashboards, Data Analytics, Databases, Extract, Transform, Load (ETL), Microsoft Power BI, Oracle SQL Developer, QlikView, SQL Server Analysis Services (SSAS), and Transact-SQL (T-SQL)"
19Jun2024-15:19:28,250,3941347774,Member of Technical Staff - Machine Learning & AI,athenahealth,"Bengaluru East, Karnataka, India",Reposted 1 week ago,30 applicants,,,Full-time Entry level,"5,001-10,000 employees",IT Services and IT Consulting,"Cascading Style Sheets (CSS), Communication, Computer Science, Data Science, Oral Communication, Scrum, and Software Development"
19Jun2024-15:19:30,250,3904887084,Engineering-Bengaluru-Analyst-Software Engineering,Goldman Sachs,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Financial Services,"Business Requirements, Data Models, Detailed Design, Implementation Plans, Process Simulation, Programming Concepts, Software Design, Technical Specs, User Acceptance Testing, and Work Process Development"
19Jun2024-15:19:35,250,3934553858,Machine Learning Engineer - NLP,,,,,,,Full-time Entry level,,,
19Jun2024-15:19:37,250,3932583358,Manager - Internal Audit - Mahajan & Aibara LLP,Mahajan & Aibara,"Bengaluru, Karnataka, India",1 week ago,28 applicants,,,On-site Full-time,201-500 employees,,"Business Advisory Services, Communication, IFC, Internal Audits, Operational Risk Management, Presentation Skills, and Process Auditing"
19Jun2024-15:19:39,250,3938827048,Asst Exploration Geologist,GeoExpOre Pvt. Ltd.,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time,11-50 employees,,"Geochemistry, Geological Mapping, Geology, Logging, and Mineral Exploration"
19Jun2024-15:19:41,250,3895002338,Associate - Digital Marketing BI Developer,AstraZeneca,"Bengaluru East, Karnataka, India",Reposted 5 days ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Pharmaceutical Manufacturing,"Ad Serving, Critical Thinking, Data Models, Digital Marketing, Marketing Reporting, Qlik Sense, Snowflake, Snowflake Cloud, Thinking Skills, and Veeva CRM"
19Jun2024-15:19:43,250,3939499405,Business intelligence and data analytics (PBI & RPA),Pratt & Whitney,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Aviation and Aerospace Component Manufacturing,"Analytics, Business Intelligence (BI), DAX, Data Analytics, Data Modeling, Manufacturing Process Improvement, Microsoft Power Query, Presentations, Robotic Process Automation (RPA), and Visualization"
19Jun2024-15:19:46,250,3949161367,Lead Safety Science Specialist,Fortrea,"Bengaluru East, Karnataka, India",4 days ago,54 applicants,,,On-site Full-time Entry level,"10,001+ employees",Hospitals and Health Care,"Adverse Event Reporting, Adverse Events, COSHH, Environment, Health, and Safety (EHS), Expediting, Legal Requirements, Occupational Health, Regulatory Agencies, Third Party Vendors, and Timelines"
19Jun2024-15:19:48,250,3932498949,Survey Operations Analyst,Toast,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Analytics, Business Systems, Communication, Data Analytics, Data Mining, Data Visualization, Qualtrics, Survey Administration, System Administration, and Written Communication"
19Jun2024-15:19:53,250,3934774010,Python Backend Developer in Bangalore,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:19:55,250,3944627674,Research Content Specialist,Moody's Corporation,"Bengaluru, Karnataka, India",1 week ago,91 applicants,,,On-site Full-time Entry level,"10,001+ employees",Financial Services,"Analytical Skills, Attention to Detail, Communication, Content Management, Data Analysis, Data Analytics, Market Data, Presentations, Problem Solving, and Report Preparation"
19Jun2024-15:19:57,250,3948482045,Join Zenteiq-ARTPARK’s Tech Team!,ZenteiQ,"Bengaluru, Karnataka, India",4 days ago,9 applicants,,,On-site Full-time,1-10 employees,,"Django, Django REST Framework, Job Skills, Preventive Maintenance, and Troubleshooting"
19Jun2024-15:19:59,250,3937589970,Time & Administration Analyst,RTX,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,34 applicants,,,On-site Full-time Entry level,"10,001+ employees",Aviation and Aerospace Component Manufacturing,"Analytical Skills, Attention to Detail, Communication, Data Analysis, Data Analytics, Labor and Employment Law, Legal Requirements, Microsoft Excel, Problem Solving, and Timekeeping"
19Jun2024-15:20:01,250,3948062807,EDO Backend Developer,Eli Lilly and Company,"Bengaluru, Karnataka, India",Reposted 1 week ago,52 applicants,,,Full-time Entry level,"10,001+ employees",Pharmaceutical Manufacturing,"AWS Lambda, Attention to Detail, Back-End Web Development, Coding Standards, Communication, Elasticsearch, Problem Solving, Search Engines, Self-Management, and Software Development"
19Jun2024-15:20:03,250,3946327350,Business Analyst - FP&A,FreshToHome,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees","Technology, Information and Internet","Analytical Skills, Business Analysis, Business Requirements, Data Representation, Macros, Microsoft Excel, Microsoft Power Query, Presentation Skills, Presentations, and User Acceptance Testing"
19Jun2024-15:20:05,250,3946942503,Trade Compliance Analyst I,Oil and Gas Job Search Ltd,"Bengaluru, Karnataka, India",1 week ago,13 applicants,,,On-site Full-time Entry level,201-500 employees,Oil and Gas,"Analytical Skills, Communication, Computer Literacy, Data Analysis, Data Analytics, Export Control Compliance, Problem Solving, Production Planning, Skilled Multi-tasker, and Trade Compliance"
19Jun2024-15:20:07,250,3947003566,Clinical Scientist,nference,"Bengaluru, Karnataka, India",1 week ago,52 applicants,,,On-site Full-time Entry level,201-500 employees,Biotechnology Research,"Biostatistics, Clinical Trials, Electronic Health Records (EHR), Good Clinical Practice (GCP), Python (Programming Language), Real-Time Polymerase Chain Reaction (qPCR), SQL, and User Stories"
19Jun2024-15:20:09,250,3939448413,Growth Specialist,The Yarn Bazaar,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time,11-50 employees,,"Analytical Skills, Communication, Conversion Optimization, Conversion Rate, Customer Acquisition, Data Analysis, Data Analytics, Growth Marketing, Power Tools, and Startups"
19Jun2024-15:20:16,248,3920857144,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:20:18,248,3941415304,Data Management Engineer,Koch Industries,"Bengaluru, Karnataka, India",2 weeks ago,36 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:20:20,248,3931233474,"Data Analyst, II",Zebra Technologies,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Analytics, Data Analytics, Data Integrity, Data Mining, Data Science, Data Visualization, English as a Second Language (ESL), IBM Cognos Analytics, Qlik Sense, and Visualization"
19Jun2024-15:20:22,248,3933601449,Data Engineer | Python| Pyspark| Airflow| SQL,Michael Page,"Bengaluru East, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"5,001-10,000 employees",Staffing and Recruiting,"Airflow, Algorithms, Data Engineering, Data Structures, Problem Solving, Programming, PySpark, Python (Programming Language), SQL, and Stack"
19Jun2024-15:20:24,248,3945902338,Data Engineer II,Honeywell,"Bengaluru, Karnataka, India",1 week ago,95 applicants,,,On-site Full-time Entry level,"10,001+ employees","Appliances, Electrical, and Electronics Manufacturing","Attention to Detail, Communication, Computer Science, Data Engineering, Data Science, Databases, Extract, Transform, Load (ETL), Hyperion Financial Management (HFM), MultiDimensional eXpressions (MDX), and Written Communication"
19Jun2024-15:20:29,248,3941855637,Data Engineer,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:20:34,248,3941852899,Data Engineer,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:20:39,248,3941852898,Data Engineer,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:20:44,248,3941858390,Data Engineer,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:20:46,248,3937873410,Data Analyst - Marketplace & Omni channel,Myntra,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Analytical Skills, Attention to Detail, Dashboards, Data Analysis, Data Science, Data Visualization, Databases, Presentations, Problem Solving, and SQL"
19Jun2024-15:20:48,248,3950363761,Logistics Data Analyst,Victoria’s Secret & Co.,"Bengaluru, Karnataka, India",4 days ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Retail,"Building Models, Communication, Data Analysis, Data Analytics, Data Architecture, Data Dictionary, Data Modeling, Mathematics, Problem Solving, and Process Modeling"
19Jun2024-15:20:50,248,3933153881,Junior Market Research Specialist in Bangalore,StrategyCo.Global,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,11-50 employees,Business Consulting and Services,"Analytical Skills, Communication, Data Analysis, Data Analytics, Identifying New Opportunities, Microbiology, Microsoft Dynamics, Molecular Biology, Statistics, and Western Blotting"
19Jun2024-15:20:52,248,3943514605,Social-Analyst,Annalect India,"Bengaluru, Karnataka, India",1 week ago,63 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Marketing Services,"Analytical Skills, Bid Management, Data Analytics, Digital Marketing, Key Performance Indicators, Media Marketing, Optimization, Professional Skills, Social Media, and Social Media Marketing"
19Jun2024-15:20:54,248,3937578845,Financial Valuation Analyst,Sustainability Economics,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time,11-50 employees,,"Accounting, Analytical Skills, Business Valuation, Financial Analysis, Financial Modeling, Investments, Real Estate, Research Skills, Teamwork, and Visual Basic for Applications (VBA)"
19Jun2024-15:20:56,248,3911434600,Managed Services-DPS-Analytics as Service-Specialist,PwC Acceleration Centers in India,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,28 applicants,,,On-site Full-time Entry level,"10,001+ employees",Professional Services,"Business Analytics, Communication, Data Analytics, Data Governance, Metadata, Metadata Management, Problem Solving, Professional Skills, Snowflake Cloud, and Strategy to Execution"
19Jun2024-15:21:01,248,3936984837,Data ananlytics trainer,,,,,,,On-site Full-time,,,
19Jun2024-15:21:03,248,3931421440,"Analyst, FP&A",SitusAMC,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"5,001-10,000 employees",Real Estate,"Allocations, Analytical Skills, Attention to Detail, Budgeting, Data Visualization, Finance, Financial Planning, Forecasting, Stakeholder Management, and Variance Analysis"
19Jun2024-15:21:05,248,3922598430,"Analyst, Import Planning",Molex,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees","Appliances, Electrical, and Electronics Manufacturing","Cancellations, Communication, Critical Thinking, Delivery Performance, Demand Planning, Key Performance Indicators, Organization Skills, SAP Products, Statutory Accounting Principles (SAP), and Thinking Skills"
19Jun2024-15:21:07,248,3935190568,Group Head - Media Planning,Havas Media Network India,"Bengaluru, Karnataka, India",3 weeks ago,49 applicants,,,On-site Full-time Entry level,"501-1,000 employees",Advertising Services,"Advertising, Campaigns, Customer Satisfaction, Datorama, English, Media Buying, Media Planning, Media Strategy, Soft Skills, and Trading Desk"
19Jun2024-15:21:09,248,3932007820,Adobe Analytics-Specialist - Software Engineering,LTIMindtree,"Bengaluru, Karnataka, India",3 weeks ago,65 applicants,,,On-site Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Adobe Analytics, Analytics, BRD, Business Requirements, Customer Journey Mapping, Key Performance Indicators, Measurements, SDKs, Sustainability Disclosure Requirement (SDR), and Technical Requirements"
19Jun2024-15:21:11,248,3941310837,Senior Inside Sales,Simplilearn,"Bengaluru, Karnataka, India",1 week ago,29 applicants,,,On-site Full-time,"1,001-5,000 employees",,"Academic Advising, Admissions Counseling, B2C, Business Development, Cold Calling, E-Learning, Edtech, International Sales, Negotiation, and Sales"
19Jun2024-15:21:13,248,3940874512,Article Assistant,Bhalgat & Associates,"Bengaluru, Karnataka, India",1 week ago,13 applicants,,,On-site Full-time,1-10 employees,,"Accounting Software, Analytical Skills, Attention to Detail, Communication, Financial Data, Financial Data Analysis, Statutory, Statutory Audits, Tax Compliance, and Taxation"
19Jun2024-15:21:20,247,3914441489,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 6 days ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:21:22,247,3941412822,Data Management Engineer,Koch Industries,"Bengaluru, Karnataka, India",2 weeks ago,32 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:21:24,247,3946943340,Data Engineer II,Oil and Gas Job Search Ltd,"Bengaluru, Karnataka, India",1 week ago,15 applicants,,,On-site Full-time Entry level,201-500 employees,Oil and Gas,"Attention to Detail, Communication, Computer Science, Data Engineering, Data Science, Databases, Extract, Transform, Load (ETL), Hyperion Financial Management (HFM), MultiDimensional eXpressions (MDX), and Written Communication"
19Jun2024-15:21:26,247,3908293533,Data Engineer,Advarra,"Bengaluru, Karnataka, India",Reposted 1 day ago,Over 100 applicants,,,On-site Full-time Entry level,"501-1,000 employees",Pharmaceutical Manufacturing,"Communication, Data Architecture, Data Engineering, Data Modeling, Data Science, Extract, Transform, Load (ETL), Query Writing, Statistical Concepts, Stored Procedures, and Written Communication"
19Jun2024-15:21:28,247,3935135627,"R&amp;D Associate Engineer - Data Science in Bangalore, Karnataka, India | ABB",ABB,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Automation Machinery Manufacturing,"Computer Science, Data Cleaning, Data Engineering, Data Science, Exploratory Data Analysis, Hypothesis Testing, Industry standards, Process Automation, Programming Languages, and Unsupervised Learning"
19Jun2024-15:21:30,247,3945422351,Learning Outcomes Manager: Data Science.,Newton School,"Bengaluru, Karnataka, India",1 week ago,16 applicants,,,On-site Full-time Entry level,201-500 employees,Education,"Case Studies, Coaching, Data Analytics, E-Learning, Human Resources (HR), Instructional Design, Learning Management, Pandas (Software), Teamwork, and Training"
19Jun2024-15:21:32,247,3684295405,SQL Developer,dentsu,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Advertising Services,"Data Analytics, Data Modeling, Database Design, Databases, Extract, Transform, Load (ETL), SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), Stored Procedures, T-SQL Stored Procedures, and Transact-SQL (T-SQL)"
19Jun2024-15:21:34,247,3943762725,GCP Data Engineer,Alp Consulting Ltd.,"Bengaluru, Karnataka, India",2 weeks ago,14 applicants,,,Full-time Entry level,"1,001-5,000 employees",Staffing and Recruiting,"Analytics, Big Data, Data Engineering, Data Science, Data Warehousing, Databases, Datasets, Extract, Transform, Load (ETL), Google BigQuery, and Google Cloud Platform (GCP)"
19Jun2024-15:21:36,247,3932058084,Analyst – Global Compensation,Altair,"Bengaluru, Karnataka, India",3 weeks ago,74 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Analytical Skills, Benchmarking, Communication, Compensation, Data Analysis, Data Analytics, Data Management, Databases, Research Skills, and Written Communication"
19Jun2024-15:21:38,247,3937250209,Associate - Buying & Merchandising,Myntra,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Communication, Interpersonal Skills, Merchandising, Microsoft Excel, Organization Skills, Problem Solving, and Written Communication"
19Jun2024-15:21:40,247,3938029404,Tech BA,Synechron,"Bengaluru East, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Financial Services,"Business Analysis, Business Requirements, Data Analytics, Data Visualization, Documentation, End-to-End Project Management, Information Risk, Requirements Gathering, Technical Documentation, and User Acceptance Testing"
19Jun2024-15:21:42,247,3944617486,Manager,EXL,"Bengaluru, Karnataka, India",1 week ago,22 applicants,,,Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,Macros and Team Management
19Jun2024-15:21:46,247,3944197705,"Network Broadcast Engineer, India",,,,,,,On-site Full-time Entry level,"Skills: System Monitoring, Design Specifications, +8 more",,"Broadcast Engineering, Critical Thinking, Design Specifications, Functionality, Reliability, System Monitoring, Technical Operations, Thinking Skills, Video Networking, and Video Systems"
19Jun2024-15:21:51,247,3944911596,Data Analyst,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:21:53,247,3945510694,Open Position at Alt DRX,Alt DRX,"Bengaluru South, Karnataka, India",5 days ago,15 applicants,,,On-site Full-time,51-200 employees,,"Business Solution, Communication, Content Design, Customer Service Management, Easily Adaptable, Job Skills, Professional Skills, Service Operations, Soft Skills, and Teamwork"
19Jun2024-15:21:55,247,3894210252,MDM SAAS Engineer,AVEVA,"Bangalore Urban, Karnataka, India",Reposted 3 weeks ago,51 applicants,,,Full-time Entry level,"5,001-10,000 employees",Software Development,"Ad Hoc Reporting, Data Analysis, Data Analytics, Data Management, Informatica, Management Software, Master Data, Master Data Management, Metadata, and Oracle Meter Data Management (MDM)"
19Jun2024-15:21:58,247,3939039329,3D Modeling,,,,,,,On-site Full-time,"Skills: 3D Modeling, CATIA, +2 more",,"3D Modeling, AutoCAD, CATIA, and SOLIDWORKS"
19Jun2024-15:22:00,247,3945645652,"Junior Associate, Consumer Revenue Operations",Ethos,"Bengaluru, Karnataka, India",1 week ago,97 applicants,,,On-site Full-time Entry level,201-500 employees,Insurance,"Attention to Detail, Communication, Manufacturing Process Improvement, Operational Excellence, Oral Communication, Organization Skills, and Problem Solving"
19Jun2024-15:22:02,247,3938841557,Media Analyst,LTIMindtree,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Ad Hoc Reporting, Analytical Skills, Analytics, Data Analytics, Data Monitoring, Digital Media, Marketing, Microsoft PowerPoint, Presentations, and Python (Programming Language)"
19Jun2024-15:22:04,247,3858607338,"Architect, Performance Verification and Analysis",NVIDIA,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,76 applicants,,,Full-time Entry level,"10,001+ employees",Computer Hardware Manufacturing,"Architecture, Communication, Debugging, High Performance Computing (HPC), Organization Skills, Power Consumption, RTL Design, Statistical Analysis, System Performance, and Test Suites"
19Jun2024-15:22:06,247,3938530509,"Analyst, Import Planning",Molex,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees","Appliances, Electrical, and Electronics Manufacturing","Cancellations, Communication, Critical Thinking, Delivery Performance, Demand Planning, Key Performance Indicators, Organization Skills, SAP Products, Statutory Accounting Principles (SAP), and Thinking Skills"
19Jun2024-15:22:08,247,3946899813,Product Manager,Varimo Opportunities,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,1-10 employees,Staffing and Recruiting,"Communication, Competitive Analysis, Concept to Launch, Market Analysis, Product Lifecycle Management, Product Management, Product Requirements, Product Strategy, Product Vision, and Workload Prioritization"
19Jun2024-15:22:15,247,3914439627,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:22:17,247,3936999184,Data Analysis,NR Consulting,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",IT Services and IT Consulting,"Analytical Skills, Business Requirements, Communication, Data Analysis, Data Analytics, Data Science, Data Visualization, Databases, Problem Solving, and Statistics"
19Jun2024-15:22:19,247,3811655211,Data Management Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Amazon EC2, Business Requirements, Cascading Style Sheets (CSS), Data Governance, Data Models, Data Quality, Database Triggers, Extract, Transform, Load (ETL), Graphical User Interface (GUI), and TIBCO"
19Jun2024-15:22:21,247,3947928393,Data Scientist Engineer,Jobs via eFinancialCareers,"Bengaluru East, Karnataka, India",1 week ago,10 applicants,,,On-site Full-time Entry level,201-500 employees,Staffing and Recruiting,"Communication, Data Science, Exchange Traded Derivatives, Integration Testing, Mathematics, Natural Language Processing (NLP), Python (Programming Language), Quantitative Analytics, Technical Documentation, and Thomson Reuters Eikon"
19Jun2024-15:22:23,247,3937585779,Associate - Category Demand Management,Myntra,"Bengaluru, Karnataka, India",2 weeks ago,88 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Analytical Skills, Communication, Mathematics, Microsoft Excel, Operations, Problem Solving, and SQL"
19Jun2024-15:22:25,247,3933168426,Performance Analyst,FERMÀT,"Bengaluru, Karnataka, India",3 weeks ago,28 applicants,,,On-site Full-time Entry level,11-50 employees,"Technology, Information and Internet","Analytical Skills, Analytics, Attention to Detail, Communication, Contract Research Organization (CRO), Data Analysis, Data Analytics, E-Commerce, Facebook Ads, and Performance Analysis"
19Jun2024-15:22:27,247,3934427165,Business Analyst - Manufacturing,Kennametal,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Machinery Manufacturing,"Analytical Skills, Business Insights, Communication, Data Analysis, Data Analytics, Data Manipulation, Presentation Skills, Presentations, Problem Solving, and Statistical Modeling"
19Jun2024-15:22:31,247,3802161794,Engineer,Fractal,"Bengaluru, Karnataka, India",Reposted 6 days ago,Over 100 applicants,,,On-site Full-time Entry level,,,
19Jun2024-15:22:33,247,3881376381,SSAS Developer,Infosys,"Bengaluru East, Karnataka, India",Reposted 3 weeks ago,36 applicants,,,On-site Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Business Requirements, Debugging, Graphic Design Principles, Microsoft Business Intelligence (MSBI), Problem Solving, SOLID Design Principles, SQL Server Analysis Services (SSAS), Software Development, Software Quality, and Software Quality Assurance"
19Jun2024-15:22:35,247,3939033570,Associate Valmo - F&E,Meesho,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees","Technology, Information and Internet","Analytical Skills, Communication, Continuous Improvement, Data Analysis, Data Analytics, Performance Metrics, Problem Solving, Project Management, Query Languages, and Teamwork"
19Jun2024-15:22:37,247,3936799876,"Data Entry Specialist (Bengaluru, Karnataka)",KTI Talent Indicator,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,$180/month - $300/month On-site Full-time Entry level,51-200 employees,Human Resources Services,"Attention to Detail, Communication, Confidentiality, Data Analysis, Data Analytics, Data Entry, Data Integrity, Handle Confidential Information, Online Data Entry, and Typing"
19Jun2024-15:22:39,247,3947260017,Algorithm Developer,Energy Exemplar,"Bengaluru, Karnataka, India",6 days ago,Over 100 applicants,,,On-site Full-time Entry level,"501-1,000 employees",Software Development,".NET Framework, CPLEX, Gurobi, Linear Regression, Mathematical Modeling, Mathematical Programming, and Operations Research"
